Name,Bibcode,Type,ET,P,dPdt,Pc,BibcodeP,Solver,q,QT,i,a,Omega,f,r1p,r2p,T1,T2,M1,M2,R1,R2,L1,L2,L3,d,Age,Spots
VZ Lib,2019RAA....19...97Y,W,1,0.35825647,,48.7,,WD,0.37,PH,88.8,2.357,2.5286,0.385903,0.456209,0.29495,5770,5880,0.998,0.3708,,,,,0,,,1
VZ Psc,2019RAA....19...97Y,A,0,0.26125921,,,,WD,0.81,PH,56.3,,2.9982,0.957493,0.442948,0.409546,4908,4011,,,,,,,0,,,1
VZ Tri,2010Ap&SS.326..125Y,W,0,0.4334818,-0.013133,,,WD,0.35,PH,80.4,,2.514,0.279268,0.45548,0.28517,6240,6345,1.55,,,,,,0,,,0
W UMa,1991ApJ...374..307L,W,1,0.33363551,,,2001IBVS.5056....1P,LI,0.49,SP,86,2.401,2.827291,0.099593,0.420927,0.303318,5746,5984,1.12,0.55,,,1.216,0.732,0,,4.71,1
WISE J004327.7+722407,2020SerAJ.200...19K,A,0,0.3141305,,,,PHOEBE,0.83,PH,98.1,1.952,3.409,0.127064,0.379784,0.348772,4660,4521,0.552,0.458,0.796,0.732,0.268,0.201,0,,,1
WISE J234557.8+510456,2020SerAJ.200...19K,A,0,0.3017877,,,,PHOEBE,0.563,PH,76.6,2.112,2.954699,0.120171,0.410818,0.315712,5510,5327,0.886,0.499,0.929,0.717,0.623,0.425,0,,12.321,1
WZ Cep,2009AJ....138.2002Z,A,1,0.4174467,-0.007603,34.2,,WD,0.332,PH,85.1,,2.508574,0.133,0.453271,0.274334,6440,6438,,,,,,,0,,,1
WZ Cyg,2011AJ....142...12L,A,0,0.5844688,,,,WD,0.63,PH,83.21,4.04,3.1005,0.0481,0.397602,0.320885,6530,5083,1.59,1,1.72,1.39,4.8,1.15,0,,,0
XX Sex,2011MNRAS.412.1787D,A,0,0.540108,,,,WD,0.1,SP,74.88,3.148,1.928,0.476294,0.543438,0.200964,6881,6378,1.301,0.13,1.87,0.696,7.021,0.717,0,,3.857,0
XY Boo,2005AJ....130.2252Y,A,0,0.3705524,0.054,,,WD,0.186,PH,69,2.229,2.129886,0.559,0.509017,0.246755,6324,6307,0.912,0.169,1.23,0.607,2.138,0.515,1,,5.016,0
XY Leo,2011MNRAS.412.1787D,W,0,0.284101,0.002462,49.651,2007A&A...465..943S,WD,0.729,SP,68.63,2.071,3.206997,0.209189,0.395383,0.342914,4742,5150,0.852,0.621,0.876,0.762,0.348,0.366,1,,5.037,0
XY LMi,2011AJ....141..151Q,A,1,0.43688773,-0.014429,,,WD,0.148,PH,81.04,,2.0268,0.741356,0.527456,0.235855,6144,6093,,,,,,,0,,,1
XZ Leo,2015AJ....150...70L,A,0,0.48773918,0.005288,,,WD,0.346,PH,77.89,3.467,2.517,0.228506,0.45414,0.281872,7160,6980,1.74,0.61,1.69,1.07,6.73,2.4,0,,2.846,1
Y Sex,2011MNRAS.412.1787D,A,0,0.487736,-0.004752,50,2003NewA....8..465Y,WD,0.195,SP,79.12,2.85,2.146,0.596136,0.507078,0.251998,6650,6448,1.471,0.287,1.568,0.795,4.305,0.979,1,,3.754,0
YY CMi,1998A&AS..133....7N,A,0,1.0937869,,,,WD,0.885,PH,79.5,5.957,3.56,0.001213,0.36643,0.346044,6360,5710,1.25,1.12,2.32,2.2,8.13,4.67,0,,3.697,1
YY CrB,2005AcA....55..123G,W,1,0.376564,-0.058121,12.68,2015PASJ...67...42Y,WD,0.232,SP,79.5,2.636,2.277,0.228296,0.483527,0.251311,6100,6499,1.393,0.339,1.385,0.692,2.347,0.755,0,,3.553,1
YY Eri,1999A&AS..136..139Y,W,0,0.3216498,0.005513,38.6192,2018RAA....18..106Y,WD,0.454,SP,82.12,,2.7714,0.050994,0.424809,0.294685,5349,5600,,,,,,,0,,,1
YZ Phe,2019PASJ...71...81S,W,1,0.23472665,-0.002281,,,WD,0.38,PH,83.32,1.611,2.613776,0.095583,0.441197,0.282939,4658,4908,0.74,0.28,0.7596,0.4887,0.243,0.124,1,,10.888,1
ZZ PsA,2006Ap&SS.301..195W,A,1,0.37388,,,,WD,0.08,PH,76.2,,1.848,0.902168,0.562344,0.19666,6510,6426,,,,,,,0,,,0
